	date	time	text_news	label
4907	2022-02-04	07:35:42	latvia stop issuing residence permit citizen russia belarus addition residence permit canceled person supported war ukraine justified genocide war crime un join	True
4908	2022-02-04	07:38:24	united state thinking joining security guarantee ukraine zelensky interview fox news according president ukraine ukraine want united state included list guarantor country addressed proposal president united state joe biden un join	True
4909	2022-02-04	07:39:32	germany case use force territory ukraine said inspector general armed force germany un join	True
4910	2022-02-04	07:43:46	putin appetite growing zelensky interview fox news give appetite grows zelensky said adding putin continue aggression europe beyond ukraine get want stopped ukrainian president added everyone know cornered ukrainian military respond full force un join	True
4911	2022-02-04	07:51:07	german government studying possibility expelling russian diplomat country source german publication sz due possible involvement espionage activity however still final agreement among ministry appropriateness step un join	True
4912	2022-02-04	07:52:19	zelensky rejected possibility territorial concession ukraine favor russia sake signing peace agreement also interview foxnews president said ukrainian people would accept outcome victory trade territory issue territorial integrity sovereignty discussed assured un join	True
4913	2022-02-04	07:55:46	kyiv exchanged draft document security guarantee number country president zelensky said interview american fox news channel said talk country member nato state member alliance would like country want openly join united state great britain germany france turkey moment named country already expressed readiness become guarantor already contacted exchanged early draft document guarantee security zelensky explained also stated would like see china side ukraine morning wang lutong head european department chinese foreign ministry said china received request ukraine beijing become one guarantor ukraine security un join	True
4914	2022-02-04	08:01:40	dnipropetrovsk region ga april 2 845 night air defense shot 4 enemy missile 1 drone dnipropetrovsk region thank military win stoprussianaggression un join	True
4915	2022-02-04	08:03:16	japanese foreign minister yoshimasa hayashi arrived poland plan take 30 refugee ukraine country end visit board government plane japanese medium report hayashi stay poland april 5 meet representative authority republic including discus situation evacuation people ukraine un join	True
4916	2022-02-04	08:03:58	154 residential building 20 private estate 27 kindergarten 44 school damaged kyiv since beginning fullscale invasion enemy ksca un join	True
4917	2022-02-04	08:08:18	interview volodymyr zelensky american tv channel fox news president said end war victory truth victory ukraine ukrainian question end profound question painful question apart victory ukrainian people agree result president said peace agreement terrorist state trade territory issue territorial integrity sovereignty discussed said zelensky asked whether ukraine ready make territorial concession peace ukraine nato difficult u talk nato nato want accept u mistake join nato make nato much stronger weak state complement locomotive said volodymyr zelensky explosion belgorod sorry discussing order commanderinchief leader state thing share military armed force ukraine talk said president ukraine u assistance please give u missile give u plane cant give u f18 f19 whatever give u old soviet plane thats give give something use defend country zelensky replied un join	True
4918	2022-02-04	08:16:12	russian militant kidnap child use human shield moving convoy vehicle announced ombudsman human right lyudmila denisova according resident village novyi bykov chernihiv region occupier took local child hostage put truck order insure column equipment also case using child cover recorded sumy kyiv zaporizhya region un join	True
4919	2022-02-04	08:18:14	main thing morning april 2 russian fashists massively shelled dnepropetrovsk region night 4 missile drone shot air defense system poltava kremenchug also attacked russia plan activate troop pridnistrovie region moldova united state provide ukraine mean protection chemical weapon 158 child died russian aggression ukraine 250 injured meanwhile russia rf hold military training camp reservist three week april un join	True
4920	2022-02-04	08:24:20	dont know biden afraid putin want believe afraid leader great power hope happen u president afraid russia zelensky said interview fox news un join	True
4921	2022-02-04	08:28:01	situation lugansk region morning april 2 night april 2 russian opened fire lisichansk damaging five house two housing fire occurred toshkovka number victim set according head luhansk rma sergei gaidai state emergency service rescued seven people one resident rubizhne injured day city severodonetsk rubizhne lisichansk kremenna girske settlement berezovo toshkovka received shelling 31 object damaged destroyed 27 residential building public service building severodonetsk infrastructure facility day 9 enemy attack successfully repulsed ukrainian defender destroyed 8 tank 44 armored vehicle 16 vehicle well 10 enemy artillery system air defense unit sky ukrainian donbas shot three enemy unmanned aerial vehicle un join	True
4922	2022-02-04	08:30:25	canada continue send lethal weapon ukraine impose new sanction russia canadian foreign minister melanie joly continue exert maximum pressure russian regime already imposed strict sanction continue ship lethal weapon understand need done new sanction way minister stressed un join	True
4923	2022-02-04	08:37:11	beijing new statement nato nato product cold war dissolved collapse ussr united state main instigator instigator crisis ukraine since 1999 carried five round nato expansion east step step pushing russia wall world need new cold war europe need even said chinese foreign ministry spokesman zhao lijian un join	True
4924	2022-02-04	08:38:37	hungary want apply sanction russia cold impose sanction import energy resource russia stop operation gas pipeline become colder hungary temperature fall one two degree whole country closed hungarian prime minister viktor orban said address voter un join	True
4925	2022-02-04	08:42:01	since beginning russian invasion occupier shelled 274 hospital ukraine 13 completely destroyed minister health viktor lyashko 70 ambulance put action also 6 medical worker killed 20 seriously injured un join	True
4926	2022-02-04	08:45:35	danilov urged ready use chemical weapon russia clear understanding territory country say secretary national security defense council addition recalled despite ban international institution russia used chemical weapon syria also regarding russian rumor alleged use chemical weapon ukraine danilov said spread fake favorite thing russian un join	True
4927	2022-02-04	08:58:17	liberated irpin romanivka possible resume mobile communication thanks starlink first case ukraine second world un join	True
4928	2022-02-04	08:59:09	night passed quietly russian troop withdrawing chernihiv region head local rma vyacheslav chaus un join	True
4929	2022-02-04	09:05:32	iryna vereshchuk april 2 7 humanitarian corridor planned along following route mariupil zaporizhya private transport mariupil mangush berdyansk tokmak vasylivka kamyanske zaporizhia berdyansk zaporizhya berdyansk tokmak vasylivka kamyanske zaporizhia bus private car follow route rubizhne bakhmut rubizhne severodonetsk lysychansk bakhmut lower bakhmut lower mountain lysychansk bakhmut severodonetsk bakhmut severodonetsk lysychansk bakhmut popasna bakhmut lysychansk bakhmut un join	True
4930	2022-02-04	10:12:18	dpr reported settlement came control take ownership movable immovable property previously state communal property ukraine decree april 1 signed denis pushilin head dpr	True
4931	2022-02-04	10:16:42	medvedev commented russia position ukraine accession eu kyiv join eu immediately turkey turkey never let u remind russia wanted nato eu want sign rf visafree regime even	True
4932	2022-02-04	10:46:53	russian ministry defense claim russian hit fuel storage gasoline diesel fuel kremenchug oil refinery missile strike ministry defense russian federation also claim strike carried military airfield city poltava dnepropetrovsk dnepropetrovsk name dnipro	True
4934	2022-02-04	11:19:59	pope francis announced considering trip kyiv claudio lavanga nbc news reported reporter asked pontiff way malta went apostolic trip	True
4935	2022-02-04	11:31:49	situation energodar morning people gathered rally show energodar ukraine began disperse occupier opened fire began use light noise grenade un join	True
4936	2022-02-04	11:36:16	researcher conflict intelligence team say ammunition could flown near belgorod russia	True
4937	2022-02-04	11:41:13	1 person killed 2 injured result shelling konotop region invader prosecutor office sumy region report know military personnel terrorist country deliberately fired civilian convoy dubovyazivka village konotop region march 31 2022 automatic weapon	True
4938	2022-02-04	11:42:06	school must decide finish school year recommendation given ministry education ukraine teacher advised consolidate school curriculum ministry promised every student regardless heshe regardless shehe continues study receive document end school year report card certificate un join	True
4939	2022-02-04	11:44:05	chronicle chornobayivka ukrainian military destroyed almost battalion invader two strike arestovich reported selfpropelled artillery russian tent city 32 armored vehicle also destroyed	True
4940	2022-02-04	11:51:22	operational information 1200 02042022 general staff armed force ukraine according available information enemy intends encircle joint force unit reach administrative border luhansk donetsk oblasts order restrain action troop enemy continue maintain certain border temporarily occupied territory kyiv chernihiv region probably area near state border ukraine republic belarus russian federation respectively siversky direction enemy continues hold separate unit 41st allarmy blockade city chernihiv according available information main part occupier group already concentrated leaving territory russian federation part unit 2nd allmilitary army withdrawn brovary direction territory kursk region russian federation unit ready move towards russian border donetsk direction enemy concentrating main effort taking control settlement rubizhne severodonetsk popasna troitske avdiivka marinka krasnohorivka trying establish full control city mariupol pivdenny bug south bug direction enemy carrying assault operation order reach administrative border kherson region un join	True
4941	2022-02-04	11:57:04	see original post httpstmeciteam2445 translation ukrainian rocket left crater south belgorod actually came russia yesterday one belgorod telegram channel published footage video recorder showing unknown munition hit reportedly nikolskoye area south belgorod earlier russian medium social network claimed ukrainian missile hit happened probable raid ukrainian helicopter object vicinity belgorod able geolocate shooting location moment missile hit turned video recorder filming southeast direction rocket arriving left east northeast mean territory russia size crater suggests ammunition left cruise ballistic missile according ratio size pillar next could 9m728 otrk iskanderm cruise missile sure identification one way another aware use cruise missile ukrainian side conflict ukrainian ballistic missile would arrived side ukrainian position west southwest addition according belgorod governor gladkov another similar hit took place time near yasnye zori belgorod region given yasnye zori roughly direction missile flight nikolskoye possible hit refers incident cannot unequivocally state whether incident caused failure caused missile go course guidance error considering event almost covered russian federal medium deliberate russian provocation launch rocket russian territory order blame ukraine seems unlikely u one way another unlike attack oil depot possibly facility ready rule ukraine involvement incident attached footage hit httpstmebelgorod0120849	True
4942	2022-02-04	11:58:23	35 people died missile strike mykolaiv regional state administration vitaly kim writes un join	True
4943	2022-02-04	12:48:39	head sumy rma dmitry zhivitsky said large number russian troop entered region territory russian federation also according conditional corridor formed constant movement military equipment kyiv chernihiv region opposite direction russia un join	True
4944	2022-02-04	13:09:50	sergei gaidai report almost entire lugansk region left without gas supply near severodonetsk russian interrupted gas pipeline accident site located zone active hostility repairman way get time hit gas fire managed shut valve timely manner threat population environment severodonetsk nearby settlement left without gas supply 60 thousand subscriber total 36 settlement 131944 subscriber without gas supply 30 completely 6 partially gaidai wrote un join	True
4945	2022-02-04	13:45:17	rocket exploded southern outskirt belgorod april 1 arrived russia according group investigative journalist conflict intelligence team un join	True
4946	2022-02-04	16:09:14	ukraine swept earth afterwards poland follows resident moscow asked outcome war may	True
4947	2022-02-04	16:47:04	three hit infrastructure myrgorod outcome enemy hit cleared preliminarily therere casualty dmytro lunin head khmelnytsk regional state administration	True
4948	2022-02-04	17:08:03	vitaliy kim informed result mykolaiv regional state administration destruction 36 people already died secretary besides head mykolayiv regional state administration addressed resident informed signed order prohibiting sale scrap metal export military equipment ammunition territory oblast	True
4949	2022-02-04	17:17:51	russian occupier hit balaklia district hospital building partially damaged head kharkiv rma oleg sinegubov 70 patient medical staff need evacuated immediately un join	True
4950	2022-02-04	17:45:50	state emergency service report result missile attack kremenchuk fire broke enterprise storage petroleum product information victim specified un join	True
4951	2022-02-04	18:03:08	operational information armed force 1800 enemy demoralized continues attack donetsk kharkiv south ukrainian defender repelling occupation troop continue move deep belarus northern direction much equipment damaged towed panic sentiment spreading among armed force russian federation due radiation exposure personnel unit based chornobyl zone population belarusian urbantype settlement bragin advised avoid contact russian occupier withdrew contaminated area marauder russian occupation force try send looted property territory belarus sdek express delivery service transferring direction slobozhanshchyna region occupier blocked exit town buryn large concentration military equipment recorded settlement blockade putivl continues city surrounded enemy checkpoint village yuryeve sumy region occupier conducting raid conduct census search weapon donetsk direction attempt made capture mariupil block rubizhne severodonetsk popasna troitske avdiivka marinka krasnohorivka occupier success suffer loss situation south bug area changed significantly rumor among local population unrecognized prydnistrove forcing personnel socalled prydnistrove region take part war ukraine un join	True
4952	2022-02-04	18:21:32	summary oleksiy arestovychs briefing main area action kyiv region troop successfully pushed enemy towards state border northwest north kyiv 30 settlement liberated village dmytrivka 2 tank rolled reinforced enemy tank company 10 tank last one destroyed enemy trying bring certain number troop kursk region hold troop protect troop defeating one convoy came last night hit hard kind chornobaivka formed yes battalion russian armed force destroyed 13th 14th time chornobayivka troop kherson direction continue offensive operation east ukraine enemy trying surround troop environmental protection zone izyum south volnovakha north know everything control front holding economic bloc government office president urge everyone return normal life possible decision made reimburse destroyed housing stock ukrainian necessary submit application compensation destroyed property diya application service section 150 m2 reimbursed government difference living space 150 m2 un join	True
4953	2022-02-04	18:43:42	kharkiv region local resident poisoning occupier food alcohol according ministry defense izium district aggressor army treated poisoned cake result 2 occupier died another 28 taken intensive care unit 500 serviceman enemy army hospital severe alcohol poisoning unknown origin un join	True
4954	2022-02-04	19:06:20	information result work humanitarian corridor april 2 head ministry transport communication irina vereshchuk total 4217 people evacuated far 1263 people traveled zaporizhia transport 765 people mariupol 498 resident city zaporizhia region berdyansk melitopol pologi orikhiv vasylivka luhansk region today managed evacuate 2650 people city severodonetsk rubizhne lysychansk kreminna popasna nyzhne	True
4956	2022-02-04	20:22:55	head ukrainian negotiating group david arakhamia commented progress negotiation air ua main thing conceptually nothing new negotiation process moment russian federation gave official response ukrainian position voiced istanbul answer follows position accepted exception issue crimea foreign minister dmitry kuleba said waiting confirmation russian reaction position crimea writing far verbal confirmation time according arakhamia yesterday verbally video conference heard russian side position moving forward legal point view according arakhamia russian side confirmed thesis ukrainian delegation draft document developed enough conduct direct consultation two leader country president ukraine russian federation task quickly work final stage document issue already touched upon prepare possible meeting president turkish president erdogan called zelensky putin yesterday confirmed part ready organize meeting near future therefore high degree probability meeting held istanbul active consultation potential security guarantee officially three nato country agreed provide guarantee exactly format ukraine offer turkey germany italy also important guarantee uk u important nuclear state enter pool guarantor ukraine negotiating china diplomatic channel state negotiation china least ready compared country actively help arakhamia expects china still enter pool guarantor	True
4958	2022-02-04	23:28:45	summary address president zelensky defender continue regaining control community kyiv chernihiv region ukrainian national flag area temporarily occupied strengthening defense eastern direction donbas aware enemy reserve increase pressure east heroic mariupol continues hold back significant part enemy force thanks resistance courage resilience city ukraine gained invaluable time ukraine yet received enough modern western antimissile system aircraft could provided partner could still whole europe trying stop war restore peace official budapest opposed whole europe politician come snd go truth remains im grateful president colombia support solidarity ukraine list country honestly say freedom matter war must stop expanding negotiation held prime minister united kingdom mr johnson agreed new defense support ukraine strengthening sanction russia economic front another direction struggle ukraine people economic bloc cabinet minister office president discussed situation sowing energy major industry providing ukrainian food fuel signed decree state award hero 131 serviceman armed force ukraine 9 posthumously un join	True
4959	2022-02-04	07:27:00	moldova remain neutral join sanction imposed west russia president maia sandu radio europa liber	False
4962	2022-02-04	07:30:00	missile attack made strategic object outskirt poltava arrival 4 missile recorded according data airfield possibly air defense facility damaged	False
4963	2022-02-04	07:31:00	zelensky situation east extremely difficult preparing new powerful blow everything possible difficult battle ahead cant think passed test	False
4964	2022-02-04	07:36:00	170 ukrainian soldier laid arm lugansk people republic stated ombudsman republic victoria serdyukova	False
4965	2022-02-04	10:01:00	industry may collapse germany stated president federal union german industry siegfried russwurm reason outcome may refusal supply energy resource russia day earlier martin brudermǭller ceo world largest chemical concern basf also spoke adverse consequence refusing import russian gas oil germany	False
4966	2022-02-04	12:25:00	invader already driven 136 settlement battle maryinka novomikhailovka novobakhmutovka cleansing mariupol continues remnant nazi paramilitary unit concentrated industrial zone city	False
4967	2022-02-04	12:30:00	two explosion thundered near large supply hub armed force ukraine lozovaya kharkiv region intersection railway line made area major transshipment base supply ukrainian occupying force donbas	False
4968	2022-02-04	12:35:00	western sanction russia work evidenced ruble exchange rate polish prime minister mateusz morawiecki say	False
4969	2022-02-04	13:04:00	special force russian guard prevented terrorist attack place distribution humanitarian aid kiev region agency said	False
4971	2022-02-04	14:24:00	huge force russian army enter sumy region governor head sumy ovum zhivitsky said large number russian troop entered region territory russian federation said corridor formed along constant movement military equipment kiev chernihiv region towards russia russian troop withdrawn kiev chernihiv region transferred donbas kharkov izyum previously stated also sumy region ukrainian publication write	False
4972	2022-02-04	15:06:00	authority moldova transnistrian region denied information ukrainian general staff activation russian troop stationed transnistria always information ukrainian general staff true nothing new	False
4974	2022-02-04	18:03:00	funny thing war beginning stage 2 bring total annihilation armed force ukraine	False
4975	2022-02-04	18:05:00	fiercest battle taking place near izyum kharkiv region russian army breaking donbas advisor ministry internal affair ukraine vadim denisenko voiced ukrainian version situation front key direction conditional axis izyum volnovakha key direction russian want move time fight near izyum trying break donbas holding back one key battle taking place course lugansk region rubizhne lisichansk severodonetsk mariupol alarming situation alarming battle denisenko said	False
4978	2022-02-04	18:23:00	afternoon april 2 highprecision airlaunched missile area lozovaya pavlograd railway station destroyed armored vehicle ammunition fuel tank	False
4979	2022-02-04	18:23:00	lpr troop developing offensive position 57th brigade armed force ukraine blocking settlement east south borovskoe 30 ukrainian soldier 5 armored vehicle destroyed	False
4980	2022-02-04	18:29:00	ministry defense russian federation 100 nationalist mercenary killed iskander precision strike defense headquarters kharkov	False
4981	2022-02-04	19:50:00	explosion artyomovsk occupied armed force ukraine report strike target city bakhmut occupied part dpr tank base military depot located	False
4982	2022-02-04	21:41:00	governor poltava region confirms jewelry work russian highprecision weapon unfortunately infrastructure enterprise destroyed plant working rescuer continue heroically put fire said dmitry lunin according ecological catastrophe several people injured nothing threatens life operating ukrainian refinery	False
4985	2022-03-04	00:31:11	russian defense ministry said request erdogan putin humanitarian corridor evacuation foreigner mariupol opened corridor mariupol berdyansk opened north april 3 russian armed force guarantee observance regime silence route un join	True
4986	2022-03-04	01:04:50	belarusian opposition journalist report within past 24 hour missile launch recorded territory belarus ukraine departure russian combat aircraft according journalist last launch missile ukraine belarus made april 1 2320 un join	True
4988	2022-03-04	05:49:02	russia want win eastern ukraine may 9 cnn according u intelligence putin must prove win east ukraine likely achieve american intelligence interception suggests putin focusing may 9 russia victory day un join	True
4989	2022-03-04	05:50:37	russia attack ukraine german chancellor olaf scholz suggested zelensky refuse join nato declare neutrality wall street journal un join	True
4990	2022-03-04	06:05:27	general staff armed force ukraine operational information 0600 03042022 regarding russian invasion thirtyninth day heroic opposition ukrainian people russian military invasion began armed force russian federation continue armed aggression ukraine enemy continues withdrawal occupation troop certain area according available information moral psychological condition enemy personnel level motivation remains extremely low commander various level 3rd motorized rifle division 20th allmilitary army western military district refuse take part hostility addition serviceman writing mass dismissal report personnel 2nd battalion tactical group 4th military base 58th allmilitary army southern military district refused take part hostility territory ukraine planned return point permanent deployment make loss personnel russian leadership campaigning civilian join armed force event held territory russian federation temporarily occupied territory donetsk luhansk region autonomous republic crimea systematic violation requirement international humanitarian law conduct war continue russian occupier continue deploy weapon military equipment immediate vicinity housing infrastructure settlement carry filtration measure temporarily occupied territory commit violence local resident engage looting territory donetsk luhansk oblasts defender ukraine repulsed six enemy attack destroyed four tank six unit armored vehicle seven unit enemy vehicle previous day air force armed force ukraine struck 8 air target two plane one helicopter one uav four cruise missile air force aviation continued strike enemy rally military equipment column logistics center believe armed force ukraine win together glory ukraine un join	True
4991	2022-03-04	06:10:16	latvian gas operator conexus baltic grid say gas russia longer supplied baltic country previously refused pay ruble un join	True
4992	2022-03-04	06:49:56	head russian delegation negotiation vladimir medinsky share arakhamias optimism early meeting zelensky putin regarding readiness draft agreement summit meeting unfortunately share arakhamias optimism need even work see diplomatic military service ukraine seems far behind implementation even agreement already reached political level medinsky said medinsky also indicated position russian federation crimea donbas remains unchanged issue party basically found mutual understanding un join	True
4993	2022-03-04	08:04:10	158 child died 258 injured ukraine due armed aggression russian federation prosecutor office according data officially established juvenile prosecutor affected child kyiv 75 donetsk 73 kharkiv 56 chernihiv 47 mykolaiv 32 lugansk 31 zaporozhye 22 kherson 29 capital 16 sumy zhytomyr 15 region 869 educational institution damaged due bombing shelling 83 completely destroyed un join	True
4994	2022-03-04	08:07:28	national election held hungary serbia today resident hungary vote new composition parliament serbia elect parliament also president un join	True
4995	2022-03-04	08:15:57	sanction russia enough collapse russian economy stop killing ukrainian necessary either impose direct embargo russian energy resource indirect embargo due closure port russian good 85 oil tanker tell u fight till last ukrainian stand wrote adviser head presidential office mykhailo podolyak	True
4996	2022-03-04	08:29:35	polish deputy prime minister jarosaw kaczynski say country open hosting u nuclear weapon	True
4997	2022-03-04	08:48:25	work text ukrainianrussian treaty resume monday april 4 level expert head delegation said russia representative talk vladimir medinsky	True
4998	2022-03-04	08:55:52	air alert announced odessa region recall today explosion heard city attacked air casualty reported moment	True
4999	2022-03-04	08:58:29	baltic country given russian gas first eu country make decision lithuania later uldis bari chairman board conexus baltic grid conexus natural gas system operator announced rejection russian gas baltic country great example eu embargo russia energy resource must absolute together must stop evil crushing kremlin economy wrote andriy yermak head president office	True
5000	2022-03-04	09:36:21	beryslav mayor oleksandr shapovalov released russian captivity personally confirmed information public	True
5001	2022-03-04	09:51:49	head kharkiv ovum oleg sinegubov situation kharkiv region past 24 hour russian troop fired 21 artillery mortar tank strike district saltivka pyatykhatky oleksiyivka new building downtown region dergachi observe combat aircraft enemy conduct active reconnaissance launch unmanned aerial vehicle hottest region izyum direction armed force actively fighting occupier time enemy defencive position near izyum vulnerable russian force concentrating direction donbas order avoid possible consequence hostility settlement izyum district gradually evacuating population occupier fired lozova yesterday result missile strike 4 people injured house damaged 60000 resident community left without water 40000 left without electricity local authority public utility actively working restore everything balakliya occupier fired russian tank central district hospital building partially damaged patient staff need evacuated immediately today plan evacuate 70 people continue provide city region humanitarian aid send cargo community region every day together victory	True
5002	2022-03-04	09:57:31	ministry defence russian federation reported highprecision sea airbased missile destroyed oil refinery three storage facility fuel lubricant odessa region	True
5003	2022-03-04	09:59:14	armed force ukraine begin work slavutych look foreign object saboteur resident asked panic	True
5004	2022-03-04	10:00:47	death toll irpin already exceeded 200 people final figure say mayor irpin alexander markushin utility dismantle rubble clear city body dead lie right middle street described recorded every day collect body resident street rubble also body dead beginning disassemble said markushin	True
5005	2022-03-04	10:07:54	mayor odessa gennady trukhanov commented morning missile attack city according casualty rescue utility service work site shelling	True
5006	2022-03-04	10:11:43	combat loss invader morning april 3 report general staff armed force ukraine 18000 killed russian soldier 644 tank 54 air defence system 143 aircraft 134 helicopter	True
5007	2022-03-04	10:25:58	departure irpin closed car inspected stated mayor alexander markushin step taken avoid looting police patrol city	True
5008	2022-03-04	11:53:38	kadyrov removed telegram video distribution humanitarian aid resident mariupol day posted video kadyrovites gave food provided aid chechnya video show inscription ukrainian including flour ie boroshno product looted local store	True
5009	2022-03-04	12:29:35	operational information 1200 03042022 russian invasion thirtyninth day heroic confrontation ukrainian people russian military invasion continues enemy continues launch systematic missile air strike civilian infrastructure fuel lubricant storage base noted measure taken train personnel equipment order form additional unit take part hostility territory ukraine main effort enemy focused preparing resumption offensive operation establishment control donetsk luhansk region situation volyn region changed polissya direction enemy completed withdrawal certain unit eastern military district territory republic belarus subsequent transfer unit territory russian federation liberated territory kyiv region area settlement velyka dymerka skybyn hoholiv unit defense force clearing territory mine explosive device installed russian occupier northern direction enemy completed withdrawal unit central military district territory russian federation withdrawal occupation troop continues sumy region enemy provides cover logistical support individual unit assigned territory russian federation liberated territory small group serviceman armed force russian federation remain hiding trying cross state border ukraine slobozhansky direction occupier continue blockade city kharkiv main effort enemy focused continuing offensive direction city izyum order identify weakness defensive position troop enemy continues conduct reconnaissance donetsk direction enemy continues shell settlement position troop conduct assault operation area successful regrouped battle settlement oleksandrivka underway pivdennobuzhsky direction believe armed force ukraine let win together glory ukraine	True
5010	2022-03-04	12:48:44	vladislav atroshenko mayor chernihiv uatogether ether chernihiv destroyed 70 people quitted curious many bomb stroke city bear resemblance bucha area like mariupol people interested survive till tomorrow concentration russian troop border belarus interested air defense work whether bomb continue fall head	True
5013	2022-03-04	13:13:56	russia preparing protracted war ukraine noted national security defense council socalled withdrawal troop kyiv chernihiv region nothing redeployment putin aim celebrate victory may 9 regardless real situation ukraine national security defense council said un join	True
5014	2022-03-04	13:17:27	next three week decisive happens time influence putin decision end war ukraine according u general ben hodges depends happens next three week dont help ukraine beat russian drag month russia continue make ukraine bleed however beat russian enter negotiation issue much faster hodges explained un join	True
5015	2022-03-04	13:37:36	dmytro kuleba call mission international criminal court come bucha gather evidence call international criminal court international organization send mission bucha liberated town village kyiv region collect evidence russian war crime closely possible cooperation ukrainian law enforcement agency said dmytro kuleba also spoke mass crime russian army ukraine including murder torture looting rape impossible imagine 21st century happening eye russia worse isi un join	True
5017	2022-03-04	14:03:02	another story heroic ukrainian people bashtanka mikolaiv region 78yearold man really wanted join territorial defense age refused despite refusal lose desire defend ukraine destroyed occupying grad firebomb un join	True
5018	2022-03-04	14:22:12	mikhail podolyak adviser head presidential office member ukrainian negotiating delegation belief security guarantee currently worked negotiation russian federation event new war ukraine include introduction nofly zone supply necessary weapon particular provision air defense system heavy artillery addition possible point future agreement may joint action army fullfledged military consultation conduct hostility closer exchange intelligence particular aerospace un join	True
5019	2022-03-04	14:50:07	georgia impose economic sanction russia georgia impose economic sanction russia stated prime minister irakli garibashvili today visit adjara want clarify economic sanction imposed georgia russia team proceed national interest country interest people garibashvili said un join	True
5020	2022-03-04	15:44:45	poland deployment american nuclear weapon territory deputy prime minister jaroslav kaczynski american asked u keep u nuclear weapon poland would open would significantly strengthen moscow containment politician said interview welt sonntag however added issue exist moment initiative come american un join	True
5021	2022-03-04	15:45:59	nato ready find way accept finland sweden alliance relatively quickly country want join organization stoltenberg un join	True
5022	2022-03-04	15:56:30	vasylkiv occupier fired missile center air command russian terrorist force stormed headquarters building already destroyed missile shot air defense system un join	True
5023	2022-03-04	16:00:16	explosion heard belgorod russia head administration yakovlevsky urban district belgorod region said first bang heard debris fell ground un join	True
5024	2022-03-04	17:14:33	germany refused deliver 100 bmp marder requested last week ukraine welt informs referring source	True
5025	2022-03-04	17:36:03	want say seen bucha irpin gostomel buy russian oil gas like buying soap made human fat leather lampshade 1943 reich scale different point one maksym buzhanskyy deputy verkhovna rada	True
5026	2022-03-04	17:40:47	united state yet agreed provide security guarantee ukraine form requested country volodymyr zelenskyy announced interview cbs tv channel addition president said ukraine yet received security guarantee country would like thank united state biden administration bipartisan support everything u nevertheless united state provide u security guarantee must understood zelensky said	True
5027	2022-03-04	18:04:38	410 dead civilian taken district city kyiv region forensic expert already looked 140 prosecutor general ukraine irina venediktova air ua telethon razom	True
5028	2022-03-04	18:10:38	operational information general staff armed force ukraine 1800 withdrawal unit occupying force territory belarus coming end siverskyi region occupant continue export looted vehicle property ukraine republic belarus situation slobozhansky direction change significantly day donetsk direction enemy taking measure regroup strengthen existing troop thus transfer unit 37th separate assault brigade chernyakhovsk kaliningrad region territory donetsk luhansk region confirmed enemy continues suffer loss manpower military equipment thus area kharkiv thanks successful action unit armed force ukraine motorized infantry company 59th tank regiment suffered significant loss loss regiment personnel amounted 80 due significant personnel loss 25 serviceman 31st separate assault brigade ulyanovsk refused take part war ukraine wish resign deputy commander 83rd separate assault brigade lieutenant colonel vitaliy slabtsov liquidated enemy violation international humanitarian law confirmed daily numerous civilian casualty liberated settlement fact documented submitted international judicial institution win together glory ukraine	True
5029	2022-03-04	18:47:20	situation kharkiv region according head administration oleg sinegubov chaotic shelling continues kharkiv 50 shelling grad smerch mlrs artillery mortar per night day shelling residential area city 23 victim including child people critical condition fighting continues near town izium su34 fighter jet shot pitola taken prisoner aid delivered town balaklia hospital destroyed yesterday bus fired occupier approach settlement driver killed	True
5030	2022-03-04	18:48:40	podolyak stated mobile crematorium occupant brought meant occupant	True
5031	2022-03-04	19:00:55	russian troop shelled town ochakov mykolaiv mykolaiv region known result shelling mykolaiv 14 people taken hospital 11 hospitalized among child 15 year old moderate severity tomorrow surgery another person died doctor couldnt save ochakov also wounded dead	True
5032	2022-03-04	19:16:00	air raid kyiv vinnytsia region mykolaiv region zhytomyr region cherkasy region khmelnitsky regionkyiv region ivanofrankivsk region rivne region volyn region lviv regionternopil region	True
5033	2022-03-04	19:17:00	scholz said western country discus new sanction russian federation coming day feel consequence also according germany continue provide weapon ukraine	True
5034	2022-03-04	19:46:23	un secretarygeneral antnio guterres called independent investigation killing bucha shocked image civilian killed bucha imperative independent investigation carried followed prosecution perpetrator	True
5035	2022-03-04	19:49:10	president moldova maya sandu stated april 4 day mourning announced republic memory dead civilian ukraine thank sanction	True
5036	2022-03-04	20:05:25	secretary national security defense council oleksiy danilov said ukrainian defender expect heavy fighting occupier coming day direction donetsk luhansk kharkiv region	True
5037	2022-03-04	20:25:01	dutch journalist robert dulmers distributing photo missile strike odessa deprived accreditation expelled ukraine	True
5038	2022-03-04	20:32:25	summary president address hundred civilian killed tortured shot body street consequence looting revealed bucha city liberated occupier decision made create special mechanism justice ukraine investigate prosecute every crime occupier country essence mechanism joint work national international specialist investigator prosecutor judge allow ukraine world bring justice unleashed way participated terrible war ukrainian people ministry foreign affair office prosecutor general national police security service ukraine intelligence structure accordance competence make every effort ensure mechanism work immediately war crime bucha city russian occupation considered un security council tuesday today fourteenth anniversary nato summit bucharest chance take ukraine gray zone eastern europe gray area nato russia 14 year miscalculation ukraine experienced revolution 8 year war donbas fighting life worst war europe since world war ii win war even individual politician still unable overcome indecision pas successor necessary service already working bucha bring city back life visited border guard hero today hospital border guard service ukraine total awarded fortyone border guard state award	True
